"SALESORDERID","DELIVERYDATE","CREATIONDATE","LEADTIME","FULLNAME","PARTNERID","PRODUCTID","NETAMOUNT","TAXAMOUNT"
"0500000050","2018-05-12","2018-03-24",49,"William Mussen","0100000020","CB-1161",349.125,49.875
"0500000050","2018-05-12","2018-03-24",49,"William Mussen","0100000020","EB-1134",4200.0,600.0
"0500000050","2018-05-12","2018-03-24",49,"William Mussen","0100000020","EB-1136",4375.0,625.0
"0500000051","2018-05-11","2018-03-27",45,"William Mussen","0100000021","BX-1011",217.875,31.125
"0500000051","2018-05-11","2018-03-27",45,"William Mussen","0100000021","DB-1083",1049.125,149.875
"0500000051","2018-05-11","2018-03-27",45,"William Mussen","0100000021","RC-1055",1749.125,249.875
"0500000052","2018-05-31","2018-03-28",64,"Javas Hegde","0100000022","HB-1173",567.875,81.125
"0500000052","2018-05-31","2018-03-28",64,"Javas Hegde","0100000022","RC-1051",2186.625,312.375
"0500000053","2018-05-27","2018-03-29",59,"Philipp Egger","0100000039","CB-1161",349.125,49.875
"0500000053","2018-05-27","2018-03-29",59,"Philipp Egger","0100000039","MB-1032",1136.625,162.375
"0500000053","2018-05-27","2018-03-29",59,"Philipp Egger","0100000039","RC-1055",1749.125,249.875
"0500000054","2018-06-01","2018-03-30",63,"Kirk Lee","0100000030","CC-1021",1001.0,143.0
"0500000054","2018-06-01","2018-03-30",63,"Kirk Lee","0100000030","DB-1081",1311.625,187.375
"0500000054","2018-06-01","2018-03-30",63,"Kirk Lee","0100000030","RC-1052",3499.125,499.875
"0500000054","2018-06-01","2018-03-30",63,"Kirk Lee","0100000030","HB-1172",699.125,99.875
"0500000054","2018-06-01","2018-03-30",63,"Kirk Lee","0100000030","CC-1022",1050.0,150.0
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","BX-1011",217.875,31.125
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","RC-1052",3499.125,499.875
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","RC-1052",3499.125,499.875
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","RC-1051",2186.625,312.375
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","RC-1053",4024.125,574.875
"0500000055","2018-05-18","2018-04-01",47,"Ellis Robertson","0100000014","RO-1003",630.875,90.125
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","EB-1135",2625.0,375.0
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","EB-1134",4200.0,600.0
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","EB-1134",4200.0,600.0
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","CB-1161",349.125,49.875
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","EB-1134",4200.0,600.0
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","CB-1163",252.0,36.0
"0500000056","2018-06-08","2018-04-03",66,"Derrick Magill","0100000033","RO-1002",602.875,86.125
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","RO-1002",602.875,86.125
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","HB-1171",611.625,87.375
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","HB-1175",786.625,112.375
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","CB-1163",252.0,36.0
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","HB-1174",331.625,47.375
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","EB-1131",1312.5,187.5
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","HB-1176",1049.125,149.875
"0500000057","2018-05-28","2018-04-06",52,"Kirk Lee","0100000034","CC-1021",1001.0,143.0
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","MB-1033",3499.125,499.875
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","CB-1163",252.0,36.0
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","CB-1163",252.0,36.0
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","EB-1133",1968.75,281.25
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","HB-1176",1049.125,149.875
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","MB-1033",3499.125,499.875
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","EB-1133",1968.75,281.25
"0500000058","2018-05-30","2018-04-07",53,"Roberta Holloway","0100000000","RC-1055",1749.125,249.875
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","RO-1001",459.375,65.625
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","RC-1052",3499.125,499.875
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","MB-1031",567.875,81.125
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","HB-1174",331.625,47.375
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","BX-1011",217.875,31.125
"0500000059","2018-06-04","2018-04-10",55,"Philipp Egger","0100000009","EB-1136",4375.0,625.0
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","EB-1134",4200.0,600.0
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","EB-1131",1312.5,187.5
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","RC-1055",1749.125,249.875
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","CB-1163",252.0,36.0
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","MB-1031",567.875,81.125
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","BX-1013",392.875,56.125
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","CB-1163",252.0,36.0
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","MB-1032",1136.625,162.375
"0500000060","2018-05-27","2018-04-13",44,"William Mussen","0100000015","MB-1033",3499.125,499.875
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","EB-1134",4200.0,600.0
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","BX-1015",261.625,37.375
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","CC-1023",1190.875,170.125
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","HB-1172",699.125,99.875
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","HB-1173",567.875,81.125
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","HB-1173",567.875,81.125
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","HB-1175",786.625,112.375
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","CB-1162",350.0,50.0
"0500000061","2018-05-29","2018-04-15",44,"Ellis Robertson","0100000008","CB-1161",349.125,49.875
"0500000062","2018-06-20","2018-04-16",65,"Nelson Wilkens","0100000003","BX-1014",699.125,99.875
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","MB-1032",1136.625,162.375
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","MB-1033",3499.125,499.875
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","EB-1136",4375.0,625.0
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","HB-1174",331.625,47.375
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","RC-1054",4811.625,687.375
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","CC-1023",1190.875,170.125
"0500000063","2018-06-12","2018-04-19",54,"Kirk Lee","0100000004","EB-1137",6912.5,987.5
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","CB-1163",252.0,36.0
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","BX-1012",349.125,49.875
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","EB-1134",4200.0,600.0
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","HB-1173",567.875,81.125
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","RC-1056",2186.625,312.375
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","EB-1136",4375.0,625.0
"0500000064","2018-06-22","2018-04-20",63,"William Mussen","0100000023","RC-1055",1749.125,249.875
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","CC-1023",1190.875,170.125
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","EB-1131",1312.5,187.5
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","BX-1013",392.875,56.125
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","BX-1013",392.875,56.125
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","RC-1057",4374.125,624.875
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","BX-1016",279.125,39.875
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","HB-1176",1049.125,149.875
"0500000065","2018-06-21","2018-04-22",60,"William Mussen","0100000016","CC-1023",1190.875,170.125
"0500000066","2018-06-06","2018-04-24",43,"Carroll Pewitt","0100000032","MB-1031",567.875,81.125
"0500000067","2018-06-17","2018-04-24",54,"Haseena al Yousuf","0100000029","EB-1135",2625.0,375.0
"0500000067","2018-06-17","2018-04-24",54,"Haseena al Yousuf","0100000029","BX-1014",699.125,99.875
"0500000067","2018-06-17","2018-04-24",54,"Haseena al Yousuf","0100000029","HB-1172",699.125,99.875
"0500000067","2018-06-17","2018-04-24",54,"Haseena al Yousuf","0100000029","RO-1002",602.875,86.125
"0500000068","2018-07-06","2018-04-24",73,"Haseena al Yousuf","0100000010","CC-1021",1001.0,143.0
"0500000068","2018-07-06","2018-04-24",73,"Haseena al Yousuf","0100000010","EB-1137",6912.5,987.5
"0500000068","2018-07-06","2018-04-24",73,"Haseena al Yousuf","0100000010","CC-1023",1190.875,170.125
"0500000068","2018-07-06","2018-04-24",73,"Haseena al Yousuf","0100000010","BX-1012",349.125,49.875
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","HB-1176",1049.125,149.875
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","EB-1132",1662.5,237.5
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","HB-1174",331.625,47.375
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","BX-1015",261.625,37.375
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","BX-1015",261.625,37.375
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","HB-1176",1049.125,149.875
"0500000069","2018-06-18","2018-04-26",53,"Philipp Egger","0100000009","EB-1133",1968.75,281.25
"0500000070","2018-06-17","2018-04-27",51,"Kirk Lee","0100000034","RC-1053",4024.125,574.875
"0500000070","2018-06-17","2018-04-27",51,"Kirk Lee","0100000034","HB-1173",567.875,81.125
"0500000070","2018-06-17","2018-04-27",51,"Kirk Lee","0100000034","RO-1003",630.875,90.125
"0500000070","2018-06-17","2018-04-27",51,"Kirk Lee","0100000034","BX-1012",349.125,49.875
"0500000070","2018-06-17","2018-04-27",51,"Kirk Lee","0100000034","HB-1174",331.625,47.375
"0500000071","2018-06-22","2018-04-27",56,"William Mussen","0100000023","CC-1022",1050.0,150.0
"0500000071","2018-06-22","2018-04-27",56,"William Mussen","0100000023","HB-1175",786.625,112.375
"0500000071","2018-06-22","2018-04-27",56,"William Mussen","0100000023","BX-1011",217.875,31.125
"0500000071","2018-06-22","2018-04-27",56,"William Mussen","0100000023","CB-1161",349.125,49.875
"0500000071","2018-06-22","2018-04-27",56,"William Mussen","0100000023","HB-1176",1049.125,149.875
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","CB-1161",349.125,49.875
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","EB-1133",1968.75,281.25
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","BX-1013",392.875,56.125
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","EB-1137",6912.5,987.5
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","RC-1057",4374.125,624.875
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","CB-1163",252.0,36.0
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","BX-1015",261.625,37.375
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","BX-1012",349.125,49.875
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","CC-1023",1190.875,170.125
"0500000072","2018-07-09","2018-04-27",73,"Javas Hegde","0100000021","EB-1133",1968.75,281.25
"0500000073","2018-06-21","2018-04-28",54,"Pénélope Duperré","0100000006","HB-1175",786.625,112.375
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","EB-1132",1662.5,237.5
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","RC-1051",2186.625,312.375
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","BX-1013",392.875,56.125
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","MB-1033",3499.125,499.875
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","HB-1173",567.875,81.125
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","HB-1173",567.875,81.125
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","RC-1052",3499.125,499.875
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","MB-1033",3499.125,499.875
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","CC-1023",1190.875,170.125
"0500000074","2018-07-16","2018-05-01",76,"Haseena al Yousuf","0100000028","CC-1021",1001.0,143.0
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","EB-1137",6912.5,987.5
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","BX-1013",392.875,56.125
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","EB-1137",6912.5,987.5
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","BX-1014",699.125,99.875
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","HB-1175",786.625,112.375
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","MB-1032",1136.625,162.375
"0500000075","2018-06-27","2018-05-04",54,"Javas Hegde","0100000015","MB-1032",1136.625,162.375
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","EB-1131",1312.5,187.5
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","EB-1131",1312.5,187.5
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","EB-1134",4200.0,600.0
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","EB-1131",1312.5,187.5
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","RC-1053",4024.125,574.875
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","RC-1053",4024.125,574.875
"0500000076","2018-07-01","2018-05-06",56,"Derrick Magill","0100000033","DB-1081",1311.625,187.375
"0500000077","2018-07-08","2018-05-06",63,"William Mussen","0100000017","HB-1176",1049.125,149.875
"0500000077","2018-07-08","2018-05-06",63,"William Mussen","0100000017","EB-1135",2625.0,375.0
"0500000077","2018-07-08","2018-05-06",63,"William Mussen","0100000017","BX-1012",349.125,49.875
"0500000077","2018-07-08","2018-05-06",63,"William Mussen","0100000017","RC-1051",2186.625,312.375
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","DB-1082",1093.75,156.25
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","RO-1003",630.875,90.125
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","CB-1163",252.0,36.0
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","RO-1002",602.875,86.125
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","RC-1056",2186.625,312.375
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","CC-1022",1050.0,150.0
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","EB-1137",6912.5,987.5
"0500000078","2018-07-18","2018-05-09",70,"Janet Gray","0100000001","EB-1137",6912.5,987.5
"0500000079","2018-07-13","2018-05-11",63,"Derrick Magill","0100000032","RC-1054",4811.625,687.375
"0500000079","2018-07-13","2018-05-11",63,"Derrick Magill","0100000032","CC-1022",1050.0,150.0
"0500000079","2018-07-13","2018-05-11",63,"Derrick Magill","0100000032","RC-1055",1749.125,249.875
"0500000079","2018-07-13","2018-05-11",63,"Derrick Magill","0100000032","HB-1173",567.875,81.125
"0500000079","2018-07-13","2018-05-11",63,"Derrick Magill","0100000032","HB-1172",699.125,99.875
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","CC-1022",1050.0,150.0
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","EB-1131",1312.5,187.5
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","RC-1055",1749.125,249.875
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","RC-1053",4024.125,574.875
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","MB-1034",2186.625,312.375
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","HB-1171",611.625,87.375
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","CB-1162",350.0,50.0
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","EB-1133",1968.75,281.25
"0500000080","2018-07-03","2018-05-13",51,"Carroll Pewitt","0100000004","MB-1033",3499.125,499.875
"0500000081","2018-07-08","2018-05-16",53,"Derrick Magill","0100000032","HB-1172",699.125,99.875
"0500000081","2018-07-08","2018-05-16",53,"Derrick Magill","0100000032","EB-1132",1662.5,237.5
"0500000081","2018-07-08","2018-05-16",53,"Derrick Magill","0100000032","BX-1016",279.125,39.875
"0500000081","2018-07-08","2018-05-16",53,"Derrick Magill","0100000032","CB-1161",349.125,49.875
"0500000082","2018-07-12","2018-05-19",54,"Ellis Robertson","0100000012","RC-1052",3499.125,499.875
"0500000082","2018-07-12","2018-05-19",54,"Ellis Robertson","0100000012","DB-1083",1049.125,149.875
"0500000082","2018-07-12","2018-05-19",54,"Ellis Robertson","0100000012","BX-1013",392.875,56.125
"0500000083","2018-07-09","2018-05-19",51,"Ellis Robertson","0100000035","RO-1002",602.875,86.125
"0500000083","2018-07-09","2018-05-19",51,"Ellis Robertson","0100000035","CC-1023",1190.875,170.125
"0500000083","2018-07-09","2018-05-19",51,"Ellis Robertson","0100000035","RC-1056",2186.625,312.375
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","HB-1173",567.875,81.125
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","BX-1013",392.875,56.125
"0500000084","2018-07-20","2018-05-19",62,"Haseena al Yousuf","0100000027","BX-1013",392.875,56.125
